precinct,office,candidate,votes,jurisdiction
Precinct 25,United States Senator (Democratic),"Ellsworth, Barry",2,Elko
Precinct 25,United States Senator (Democratic),"Macias, Louis",1,Elko
Precinct 25,United States Senator (Democratic),None Of These Candidates,4,Elko
Precinct 25,United States Senator (Democratic),"Price, Nancy",4,Elko
Precinct 26,United States Senator (Democratic),"Berkley, Shelley",8,Elko
Precinct 26,United States Senator (Democratic),"Brown, Steve",2,Elko
Precinct 26,United States Senator (Democratic),"Ellsworth, Barry",3,Elko
Precinct 26,United States Senator (Democratic),"Macias, Louis",2,Elko
Precinct 26,United States Senator (Democratic),None Of These Candidates,3,Elko
Precinct 26,United States Senator (Democratic),"Price, Nancy",2,Elko
Precinct 29,United States Senator (Democratic),"Berkley, Shelley",10,Elko
Precinct 29,United States Senator (Democratic),"Brown, Steve",2,Elko
Precinct 29,United States Senator (Democratic),"Ellsworth, Barry",3,Elko
Precinct 29,United States Senator (Democratic),"Macias, Louis",1,Elko
Precinct 29,United States Senator (Democratic),None Of These Candidates,5,Elko
Precinct 29,United States Senator (Democratic),"Price, Nancy",4,Elko
Precinct 3,United States Senator (Democratic),"Berkley, Shelley",23,Elko
Precinct 3,United States Senator (Democratic),"Brown, Steve",3,Elko
Precinct 3,United States Senator (Democratic),"Ellsworth, Barry",2,Elko
Precinct 3,United States Senator (Democratic),"Macias, Louis",4,Elko
Precinct 3,United States Senator (Democratic),None Of These Candidates,5,Elko
Precinct 3,United States Senator (Democratic),"Price, Nancy",4,Elko
Precinct 32,United States Senator (Democratic),"Berkley, Shelley",3,Elko
Precinct 32,United States Senator (Democratic),"Brown, Steve",2,Elko
Precinct 32,United States Senator (Democratic),"Ellsworth, Barry",0,Elko
Precinct 32,United States Senator (Democratic),"Macias, Louis",0,Elko
Precinct 32,United States Senator (Democratic),None Of These Candidates,2,Elko
Precinct 32,United States Senator (Democratic),"Price, Nancy",7,Elko
Precinct 33,United States Senator (Democratic),"Berkley, Shelley",3,Elko
Precinct 33,United States Senator (Democratic),"Brown, Steve",1,Elko
Precinct 33,United States Senator (Democratic),"Ellsworth, Barry",2,Elko
Precinct 33,United States Senator (Democratic),"Macias, Louis",1,Elko
Precinct 33,United States Senator (Democratic),None Of These Candidates,4,Elko
Precinct 33,United States Senator (Democratic),"Price, Nancy",0,Elko
Precinct 36,United States Senator (Democratic),"Berkley, Shelley",10,Elko
Precinct 36,United States Senator (Democratic),"Brown, Steve",1,Elko
Precinct 36,United States Senator (Democratic),"Ellsworth, Barry",0,Elko
Precinct 36,United States Senator (Democratic),"Macias, Louis",1,Elko
Precinct 36,United States Senator (Democratic),None Of These Candidates,2,Elko
Precinct 36,United States Senator (Democratic),"Price, Nancy",0,Elko
Precinct 38,United States Senator (Democratic),"Berkley, Shelley",6,Elko
Precinct 38,United States Senator (Democratic),"Brown, Steve",4,Elko
Precinct 38,United States Senator (Democratic),"Ellsworth, Barry",1,Elko
Precinct 38,United States Senator (Democratic),"Macias, Louis",3,Elko
Precinct 38,United States Senator (Democratic),None Of These Candidates,9,Elko
Precinct 38,United States Senator (Democratic),"Price, Nancy",9,Elko
Precinct 39,United States Senator (Democratic),"Berkley, Shelley",8,Elko
Precinct 39,United States Senator (Democratic),"Brown, Steve",0,Elko
Precinct 39,United States Senator (Democratic),"Ellsworth, Barry",1,Elko
Precinct 39,United States Senator (Democratic),"Macias, Louis",0,Elko
Precinct 39,United States Senator (Democratic),None Of These Candidates,1,Elko
Precinct 39,United States Senator (Democratic),"Price, Nancy",2,Elko
Precinct 4,United States Senator (Democratic),"Berkley, Shelley",23,Elko
Precinct 4,United States Senator (Democratic),"Brown, Steve",1,Elko
Precinct 4,United States Senator (Democratic),"Ellsworth, Barry",0,Elko
Precinct 4,United States Senator (Democratic),"Macias, Louis",1,Elko
Precinct 4,United States Senator (Democratic),None Of These Candidates,5,Elko
Precinct 4,United States Senator (Democratic),"Price, Nancy",3,Elko
Precinct 40,United States Senator (Democratic),"Berkley, Shelley",18,Elko
Precinct 40,United States Senator (Democratic),"Brown, Steve",2,Elko
Precinct 40,United States Senator (Democratic),"Ellsworth, Barry",2,Elko
Precinct 40,United States Senator (Democratic),"Macias, Louis",1,Elko
Precinct 40,United States Senator (Democratic),None Of These Candidates,2,Elko
Precinct 40,United States Senator (Democratic),"Price, Nancy",6,Elko
Precinct 41,United States Senator (Democratic),"Berkley, Shelley",21,Elko
Precinct 41,United States Senator (Democratic),"Brown, Steve",3,Elko
Precinct 41,United States Senator (Democratic),"Ellsworth, Barry",0,Elko
Precinct 41,United States Senator (Democratic),"Macias, Louis",1,Elko
Precinct 41,United States Senator (Democratic),None Of These Candidates,3,Elko
Precinct 41,United States Senator (Democratic),"Price, Nancy",6,Elko
Precinct 5,United States Senator (Democratic),"Berkley, Shelley",17,Elko
Precinct 5,United States Senator (Democratic),"Brown, Steve",5,Elko
Precinct 5,United States Senator (Democratic),"Ellsworth, Barry",1,Elko
Precinct 5,United States Senator (Democratic),"Macias, Louis",0,Elko
Precinct 5,United States Senator (Democratic),None Of These Candidates,10,Elko
Precinct 5,United States Senator (Democratic),"Price, Nancy",6,Elko
Precinct 6,United States Senator (Democratic),"Berkley, Shelley",5,Elko
Precinct 6,United States Senator (Democratic),"Brown, Steve",1,Elko
Precinct 6,United States Senator (Democratic),"Ellsworth, Barry",2,Elko
Precinct 6,United States Senator (Democratic),"Macias, Louis",0,Elko
Precinct 6,United States Senator (Democratic),None Of These Candidates,3,Elko
Precinct 6,United States Senator (Democratic),"Price, Nancy",1,Elko
Precinct 7,United States Senator (Democratic),"Berkley, Shelley",9,Elko
Precinct 7,United States Senator (Democratic),"Brown, Steve",2,Elko
Precinct 7,United States Senator (Democratic),"Ellsworth, Barry",0,Elko
Precinct 7,United States Senator (Democratic),"Macias, Louis",0,Elko
Precinct 7,United States Senator (Democratic),None Of These Candidates,4,Elko
Precinct 7,United States Senator (Democratic),"Price, Nancy",3,Elko
Precinct 8,United States Senator (Democratic),"Berkley, Shelley",18,Elko
Precinct 8,United States Senator (Democratic),"Brown, Steve",1,Elko
Precinct 8,United States Senator (Democratic),"Ellsworth, Barry",1,Elko
Precinct 8,United States Senator (Democratic),"Macias, Louis",2,Elko
Precinct 8,United States Senator (Democratic),None Of These Candidates,5,Elko
Precinct 8,United States Senator (Democratic),"Price, Nancy",7,Elko
Precinct 9,United States Senator (Democratic),"Berkley, Shelley",16,Elko
Precinct 9,United States Senator (Democratic),"Brown, Steve",4,Elko
Precinct 9,United States Senator (Democratic),"Ellsworth, Barry",1,Elko
Precinct 9,United States Senator (Democratic),"Macias, Louis",1,Elko
Precinct 9,United States Senator (Democratic),None Of These Candidates,5,Elko
Precinct 9,United States Senator (Democratic),"Price, Nancy",3,Elko
Precinct 99,United States Senator (Democratic),"Berkley, Shelley",0,Elko
Precinct 99,United States Senator (Democratic),"Brown, Steve",0,Elko
Precinct 99,United States Senator (Democratic),"Ellsworth, Barry",0,Elko
Precinct 99,United States Senator (Democratic),"Macias, Louis",0,Elko
Precinct 99,United States Senator (Democratic),None Of These Candidates,0,Elko
Precinct 99,United States Senator (Democratic),"Price, Nancy",0,Elko
Precinct 1,United States Senator (Republican),"Brooks, Sherry",1,Elko
Precinct 1,United States Senator (Republican),"Charles, Richard",0,Elko
Precinct 1,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",3,Elko
Precinct 1,United States Senator (Republican),"Heller, Dean",31,Elko
Precinct 1,United States Senator (Republican),None Of These Candidates,1,Elko
Precinct 1,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Elko
Precinct 10,United States Senator (Republican),"Brooks, Sherry",7,Elko
Precinct 10,United States Senator (Republican),"Charles, Richard",3,Elko
Precinct 10,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",2,Elko
Precinct 10,United States Senator (Republican),"Heller, Dean",96,Elko
Precinct 10,United States Senator (Republican),None Of These Candidates,1,Elko
Precinct 10,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",1,Elko
Precinct 11,United States Senator (Republican),"Brooks, Sherry",2,Elko
Precinct 11,United States Senator (Republican),"Charles, Richard",4,Elko
Precinct 11,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",1,Elko
Precinct 11,United States Senator (Republican),"Heller, Dean",54,Elko
Precinct 11,United States Senator (Republican),None Of These Candidates,0,Elko
Precinct 11,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Elko
Precinct 12,United States Senator (Republican),"Brooks, Sherry",4,Elko
Precinct 12,United States Senator (Republican),"Charles, Richard",2,Elko
Precinct 12,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0,Elko
Precinct 12,United States Senator (Republican),"Heller, Dean",134,Elko
Precinct 12,United States Senator (Republican),None Of These Candidates,3,Elko
Precinct 12,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Elko
Precinct 13,United States Senator (Republican),"Brooks, Sherry",1,Elko
Precinct 13,United States Senator (Republican),"Charles, Richard",0,Elko
Precinct 13,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0,Elko
Precinct 13,United States Senator (Republican),"Heller, Dean",28,Elko
Precinct 13,United States Senator (Republican),None Of These Candidates,1,Elko
Precinct 13,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Elko
Precinct 14,United States Senator (Republican),"Brooks, Sherry",4,Elko
Precinct 14,United States Senator (Republican),"Charles, Richard",1,Elko
Precinct 14,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",2,Elko
Precinct 14,United States Senator (Republican),"Heller, Dean",111,Elko
Precinct 14,United States Senator (Republican),None Of These Candidates,4,Elko
Precinct 14,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Elko
Precinct 15,United States Senator (Republican),"Brooks, Sherry",3,Elko
Precinct 15,United States Senator (Republican),"Charles, Richard",1,Elko
Precinct 15,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",1,Elko
Precinct 15,United States Senator (Republican),"Heller, Dean",34,Elko
Precinct 15,United States Senator (Republican),None Of These Candidates,1,Elko
Precinct 15,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",1,Elko
Precinct 16,United States Senator (Republican),"Brooks, Sherry",3,Elko
Precinct 16,United States Senator (Republican),"Charles, Richard",0,Elko
Precinct 16,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",2,Elko
Precinct 16,United States Senator (Republican),"Heller, Dean",30,Elko
Precinct 16,United States Senator (Republican),None Of These Candidates,4,Elko
Precinct 16,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Elko
Precinct 18,United States Senator (Republican),"Brooks, Sherry",0,Elko
Precinct 18,United States Senator (Republican),"Charles, Richard",1,Elko
Precinct 18,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",2,Elko
Precinct 18,United States Senator (Republican),"Heller, Dean",19,Elko
Precinct 18,United States Senator (Republican),None Of These Candidates,0,Elko
Precinct 18,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Elko
Precinct 19,United States Senator (Republican),"Brooks, Sherry",4,Elko
Precinct 19,United States Senator (Republican),"Charles, Richard",2,Elko
Precinct 19,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0,Elko
Precinct 19,United States Senator (Republican),"Heller, Dean",36,Elko
Precinct 19,United States Senator (Republican),None Of These Candidates,1,Elko
Precinct 19,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Elko
Precinct 2,United States Senator (Republican),"Brooks, Sherry",1,Elko
Precinct 2,United States Senator (Republican),"Charles, Richard",2,Elko
Precinct 2,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0,Elko
Precinct 2,United States Senator (Republican),"Heller, Dean",21,Elko
Precinct 2,United States Senator (Republican),None Of These Candidates,3,Elko
Precinct 2,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",1,Elko
Precinct 20,United States Senator (Republican),"Brooks, Sherry",17,Elko
Precinct 20,United States Senator (Republican),"Charles, Richard",1,Elko
Precinct 20,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",3,Elko
Precinct 20,United States Senator (Republican),"Heller, Dean",43,Elko
Precinct 20,United States Senator (Republican),None Of These Candidates,8,Elko
Precinct 20,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",1,Elko
Precinct 21,United States Senator (Republican),"Brooks, Sherry",5,Elko
Precinct 21,United States Senator (Republican),"Charles, Richard",4,Elko
Precinct 21,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0,Elko
Precinct 21,United States Senator (Republican),"Heller, Dean",7,Elko
Precinct 21,United States Senator (Republican),None Of These Candidates,2,Elko
Precinct 21,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Elko
Precinct 22,United States Senator (Republican),"Brooks, Sherry",3,Elko
Precinct 22,United States Senator (Republican),"Charles, Richard",0,Elko
Precinct 22,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",1,Elko
Precinct 22,United States Senator (Republican),"Heller, Dean",154,Elko
Precinct 22,United States Senator (Republican),None Of These Candidates,5,Elko
Precinct 22,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",1,Elko
Precinct 23,United States Senator (Republican),"Brooks, Sherry",3,Elko
Precinct 23,United States Senator (Republican),"Charles, Richard",0,Elko
Precinct 23,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0,Elko
Precinct 23,United States Senator (Republican),"Heller, Dean",131,Elko
Precinct 23,United States Senator (Republican),None Of These Candidates,4,Elko
Precinct 23,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Elko
Precinct 24,United States Senator (Republican),"Brooks, Sherry",2,Elko
Precinct 24,United States Senator (Republican),"Charles, Richard",1,Elko
Precinct 24,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",1,Elko
Precinct 24,United States Senator (Republican),"Heller, Dean",69,Elko
Precinct 24,United States Senator (Republican),None Of These Candidates,1,Elko
Precinct 24,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",1,Elko
Precinct 25,United States Senator (Republican),"Brooks, Sherry",2,Elko
Precinct 25,United States Senator (Republican),"Charles, Richard",2,Elko
Precinct 25,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",4,Elko
Precinct 25,United States Senator (Republican),"Heller, Dean",66,Elko
Precinct 25,United States Senator (Republican),None Of These Candidates,3,Elko
Precinct 25,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Elko
Precinct 26,United States Senator (Republican),"Brooks, Sherry",7,Elko
Precinct 26,United States Senator (Republican),"Charles, Richard",1,Elko
Precinct 26,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",3,Elko
Precinct 26,United States Senator (Republican),"Heller, Dean",140,Elko
Precinct 26,United States Senator (Republican),None Of These Candidates,1,Elko
Precinct 26,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Elko
Precinct 27,United States Senator (Republican),"Brooks, Sherry",0,Elko
Precinct 27,United States Senator (Republican),"Charles, Richard",2,Elko
Precinct 27,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",1,Elko
Precinct 27,United States Senator (Republican),"Heller, Dean",67,Elko
Precinct 27,United States Senator (Republican),None Of These Candidates,1,Elko
Precinct 27,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Elko
Precinct 28,United States Senator (Republican),"Brooks, Sherry",1,Elko
Precinct 28,United States Senator (Republican),"Charles, Richard",0,Elko
Precinct 28,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",3,Elko
Precinct 28,United States Senator (Republican),"Heller, Dean",27,Elko
Precinct 28,United States Senator (Republican),None Of These Candidates,1,Elko
Precinct 28,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Elko
Precinct 3,United States Senator (Republican),"Brooks, Sherry",5,Elko
Precinct 3,United States Senator (Republican),"Charles, Richard",0,Elko
Precinct 3,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",2,Elko
Precinct 3,United States Senator (Republican),"Heller, Dean",98,Elko
Precinct 3,United States Senator (Republican),None Of These Candidates,3,Elko
Precinct 3,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Elko
Precinct 30,United States Senator (Republican),"Brooks, Sherry",1,Elko
Precinct 30,United States Senator (Republican),"Charles, Richard",1,Elko
Precinct 30,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0,Elko
Precinct 30,United States Senator (Republican),"Heller, Dean",26,Elko
Precinct 30,United States Senator (Republican),None Of These Candidates,0,Elko
Precinct 30,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Elko
Precinct 31,United States Senator (Republican),"Brooks, Sherry",1,Elko
Precinct 31,United States Senator (Republican),"Charles, Richard",1,Elko
Precinct 31,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0,Elko
Precinct 31,United States Senator (Republican),"Heller, Dean",13,Elko
Precinct 31,United States Senator (Republican),None Of These Candidates,0,Elko
Precinct 31,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Elko
Precinct 32,United States Senator (Republican),"Brooks, Sherry",4,Elko
Precinct 32,United States Senator (Republican),"Charles, Richard",0,Elko
Precinct 32,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",2,Elko
Precinct 32,United States Senator (Republican),"Heller, Dean",59,Elko
Precinct 32,United States Senator (Republican),None Of These Candidates,4,Elko
Precinct 32,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",1,Elko
Precinct 33,United States Senator (Republican),"Brooks, Sherry",2,Elko
Precinct 33,United States Senator (Republican),"Charles, Richard",0,Elko
Precinct 33,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",5,Elko
Precinct 33,United States Senator (Republican),"Heller, Dean",31,Elko
Precinct 33,United States Senator (Republican),None Of These Candidates,1,Elko
Precinct 33,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",1,Elko
Precinct 34,United States Senator (Republican),"Brooks, Sherry",0,Elko
Precinct 34,United States Senator (Republican),"Charles, Richard",0,Elko
Precinct 34,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",2,Elko
Precinct 34,United States Senator (Republican),"Heller, Dean",61,Elko
Precinct 34,United States Senator (Republican),None Of These Candidates,2,Elko
Precinct 34,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Elko
Precinct 35,United States Senator (Republican),"Brooks, Sherry",1,Elko
Precinct 35,United States Senator (Republican),"Charles, Richard",0,Elko
Precinct 35,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",3,Elko
Precinct 35,United States Senator (Republican),"Heller, Dean",53,Elko
Precinct 35,United States Senator (Republican),None Of These Candidates,0,Elko
Precinct 35,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Elko
Precinct 36,United States Senator (Republican),"Brooks, Sherry",1,Elko
Precinct 36,United States Senator (Republican),"Charles, Richard",0,Elko
Precinct 36,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0,Elko
Precinct 36,United States Senator (Republican),"Heller, Dean",53,Elko
Precinct 36,United States Senator (Republican),None Of These Candidates,1,Elko
Precinct 36,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Elko
Precinct 37,United States Senator (Republican),"Brooks, Sherry",2,Elko
Precinct 37,United States Senator (Republican),"Charles, Richard",0,Elko
Precinct 37,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0,Elko
Precinct 37,United States Senator (Republican),"Heller, Dean",17,Elko
Precinct 37,United States Senator (Republican),None Of These Candidates,1,Elko
Precinct 37,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",1,Elko
Precinct 38,United States Senator (Republican),"Brooks, Sherry",2,Elko
Precinct 38,United States Senator (Republican),"Charles, Richard",3,Elko
Precinct 38,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",1,Elko
Precinct 38,United States Senator (Republican),"Heller, Dean",19,Elko
Precinct 38,United States Senator (Republican),None Of These Candidates,6,Elko
Precinct 38,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",1,Elko
Precinct 39,United States Senator (Republican),"Brooks, Sherry",7,Elko
Precinct 39,United States Senator (Republican),"Charles, Richard",4,Elko
Precinct 39,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",1,Elko
Precinct 39,United States Senator (Republican),"Heller, Dean",12,Elko
Precinct 39,United States Senator (Republican),None Of These Candidates,5,Elko
Precinct 39,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Elko
Precinct 4,United States Senator (Republican),"Brooks, Sherry",2,Elko
Precinct 4,United States Senator (Republican),"Charles, Richard",1,Elko
Precinct 4,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",1,Elko
Precinct 4,United States Senator (Republican),"Heller, Dean",84,Elko
Precinct 4,United States Senator (Republican),None Of These Candidates,2,Elko
Precinct 4,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Elko
Precinct 40,United States Senator (Republican),"Brooks, Sherry",4,Elko
Precinct 40,United States Senator (Republican),"Charles, Richard",4,Elko
Precinct 40,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0,Elko
Precinct 40,United States Senator (Republican),"Heller, Dean",136,Elko
Precinct 40,United States Senator (Republican),None Of These Candidates,1,Elko
Precinct 40,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",1,Elko
Precinct 41,United States Senator (Republican),"Brooks, Sherry",5,Elko
Precinct 41,United States Senator (Republican),"Charles, Richard",4,Elko
Precinct 41,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",2,Elko
Precinct 41,United States Senator (Republican),"Heller, Dean",164,Elko
Precinct 41,United States Senator (Republican),None Of These Candidates,6,Elko
Precinct 41,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Elko
Precinct 5,United States Senator (Republican),"Brooks, Sherry",2,Elko
Precinct 5,United States Senator (Republican),"Charles, Richard",2,Elko
